id	title	author	body	note	yi
linjiangxian	临江仙	晏几道	梦后楼台高锁|酒醒帘幕低垂|去年春恨却来时|落花人独立|微雨燕双飞|记得小蘋初见|两重心字罗衣|琵琶弦上说相思|当时明月在|曾照彩云归	梦后楼台锁着，酒醒帘幕垂着；下片用初见、琵琶和明月，把人写成已经归去的彩云。	梦醒后楼台锁着，酒醒后帘幕低垂。去年的春恨，在这个时候又回来。落花里一个人站着，细雨中燕子成双飞过。记得和小蘋初次见面，她穿着两重心字的罗衣，琵琶弦上说出相思。当时的明月还在，它曾经照着那朵彩云回去。
yumeiren	虞美人	李煜	春花秋月何时了|往事知多少|小楼昨夜又东风|故国不堪回首月明中|雕栏玉砌应犹在|只是朱颜改|问君能有几多愁|恰似一江春水向东流	春花秋月还在，故国只能在月下回首；最后把愁写成流不尽的江水。	春花秋月什么时候才完，往事又知道多少。小楼昨夜又吹东风，故国在月明里不敢回看。雕栏玉砌该还在，只是人的容颜改了。要问你能有多少愁，正像一江春水向东流。
xilinbi	题西林壁	苏轼	横看成岭侧成峰|远近高低各不同|不识庐山真面目|只缘身在此山中	同一座山，换一个角度看就成了另一座；当局者迷写进了庐山。	横着看是岭，侧着看是峰，远近高低都不一样。认不清庐山的真面目，只因为自己就在这山里。
yinhu	饮湖上初晴后雨	苏轼	水光潋滟晴方好|山色空蒙雨亦奇|欲把西湖比西子|淡妆浓抹总相宜	晴和雨都被写成正好，西湖从此有了一个人的比喻。	水光闪动，晴天恰好好看；山色空蒙，下雨也奇妙。若把西湖比作西施，淡妆浓抹都合适。
shier	示儿	陆游	死去元知万事空|但悲不见九州同|王师北定中原日|家祭无忘告乃翁	遗嘱只留一件事：等到收复中原，祭祀时告诉我。	本来知道人死了万事皆空，只悲痛没能看见九州统一。等到王师北定中原的那一天，家祭时不要忘了告诉你们的父亲。
shanxicun	游山西村	陆游	莫笑农家腊酒浑|丰年留客足鸡豚|山重水复疑无路|柳暗花明又一村|箫鼓追随春社近|衣冠简朴古风存|从今若许闲乘月|拄杖无时夜叩门	腊酒和鸡豚之后，山重水复忽然转出一村；结尾把再来写成随时可以敲门。	不要笑农家的腊酒浑，丰年留客，鸡和猪都充足。一层层山、一道道水，正怀疑没有路，柳暗花明，又是一个村子。箫鼓跟着走，春社近了，衣冠简朴，古风还在。从今以后若还允许趁着月色闲走，我拄着杖，随时夜里来敲门。
lingding	过零丁洋	文天祥	辛苦遭逢起一经|干戈寥落四周星|山河破碎风飘絮|身世浮沉雨打萍|惶恐滩头说惶恐|零丁洋里叹零丁|人生自古谁无死|留取丹心照汗青	身世和地名都在说零丁，最后把死写成可以留下的心。	辛苦的遭遇从一部经书开始，战火稀落，已经过了四年。山河破碎像风中的柳絮，身世浮沉像雨打的浮萍。在惶恐滩头说惶恐，在零丁洋里叹零丁。人生自古谁能不死，只留这颗红心照在史册上。
jiangchengzi_meng	江城子·记梦	苏轼	十年生死两茫茫|不思量|自难忘|千里孤坟|无处话凄凉|纵使相逢应不识|尘满面|鬓如霜|夜来幽梦忽还乡|小轩窗|正梳妆|相顾无言|惟有泪千行|料得年年肠断处|明月夜|短松冈	十年隔着生死，梦里还乡也只能对看流泪；最后把肠断留在月下的短松冈。	十年了，生死两边都茫茫。不去想，本来就难忘记。千里外一座孤坟，没有地方诉说凄凉。就算再相逢，该也认不出我，脸上沾满尘，鬓发像霜。夜里忽然梦见回了乡，小窗口，她正在梳妆。对看着说不出话，只有泪流了千行。料想年年让人肠断的地方，是明月夜，那座短松冈。
xijiangyue	西江月	辛弃疾	明月别枝惊鹊|清风半夜鸣蝉|稻花香里说丰年|听取蛙声一片|七八个星天外|两三点雨山前|旧时茅店社林边|路转溪头忽见	夜行先听见鹊、蝉和蛙，雨还没来就转出旧日的茅店。	明月使鹊离开树枝，清风里半夜蝉在叫。稻花香里谈论丰年，听到的是一片蛙声。天外七八颗星，山前两三滴雨。旧时那家茅店就在社林边，路一转，溪头那边忽然看见了。
chounuer	丑奴儿	辛弃疾	少年不识愁滋味|爱上层楼|爱上层楼|为赋新词强说愁|而今识尽愁滋味|欲说还休|欲说还休|却道天凉好个秋	少年的愁是做出来的，后来真懂了，反而只说秋天凉。	少年不懂愁是什么味道，喜欢登上层楼，喜欢登上层楼，为了写新词，勉强说愁。如今尝尽了愁的味道，想说又停住，想说又停住，却只说：天气凉了，好一个秋天。
